trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
717,False,"{'a': 0.85, 'e': 0.027488364100186555}",20,14,11.731411643245954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.85, 'e': 0.02735092227968562}",25,11,23.881451628418574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.85, 'e': 0.02721416766828719}",20,13,12.768868877106748,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.85, 'e': 0.027078096829945757}",25,20,10.962935266259258,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.85, 'e': 0.026942706345796028}",25,6,29.859986184966896,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.85, 'e': 0.026807992814067046}",20,15,8.567074925034039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.85, 'e': 0.026673952849996713}",20,14,11.576300971814316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.85, 'e': 0.02654058308574673}",25,10,25.439577941536008,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.85, 'e': 0.026407880170317994}",20,9,19.463463612414543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.85, 'e': 0.026275840769466402}",25,20,8.589481144386381,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.85, 'e': 0.026144461565619073}",20,14,12.5087443356404,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.85, 'e': 0.026013739257790977}",30,15,-26.593973705154244,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
729,False,"{'a': 0.85, 'e': 0.02588367056150202}",20,14,9.44875782641681,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.85, 'e': 0.02575425220869451}",30,4,43.72214020163019,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.85, 'e': 0.025625480947651037}",30,23,15.335141653087096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.85, 'e': 0.025497353542912785}",25,13,20.26837032636895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.85, 'e': 0.02536986677519822}",20,16,6.194296510344177,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.85, 'e': 0.02524301744132223}",20,11,18.043730601847454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.85, 'e': 0.025116802354115616}",25,15,16.460885848333696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.85, 'e': 0.024991218342345037}",30,15,28.86445859989446,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.85, 'e': 0.024866262250633313}",25,11,28.39316791403305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.85, 'e': 0.024741930939380145}",20,1,34.36275755117052,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.85, 'e': 0.024618221284683245}",20,9,17.949920310063444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.85, 'e': 0.024495130178259827}",25,15,5.292450202089976,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.85, 'e': 0.024372654527368528}",20,9,22.475277433627205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.85, 'e': 0.024250791254731688}",25,13,24.3751333062783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.85, 'e': 0.02412953729845803}",25,13,23.753680828501736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.85, 'e': 0.024008889611965737}",20,10,20.915401945938513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.85, 'e': 0.02388884516390591}",20,0,30.433863941623024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
746,False,"{'a': 0.85, 'e': 0.02376940093808638}",20,8,20.377613146101847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.85, 'e': 0.02365055393339595}",30,18,24.83140176392628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.85, 'e': 0.02353230116372897}",20,10,17.167502154238093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.85, 'e': 0.023414639657910324}",25,18,11.823922606071132,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.85, 'e': 0.02329756645962077}",20,13,14.064541750841457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.85, 'e': 0.023181078627322667}",25,13,21.772628231697723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.85, 'e': 0.023065173234186054}",20,10,19.04465248033146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.85, 'e': 0.022949847368015124}",20,6,22.765503321597397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.85, 'e': 0.022835098131175048}",20,15,9.036395885333837,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.85, 'e': 0.022720922640519173}",25,12,28.35712662452316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.85, 'e': 0.022607318027316577}",25,15,13.384838873386043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.85, 'e': 0.022494281437179995}",20,14,11.814861379520236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.85, 'e': 0.022381810029994093}",25,15,6.358231578865619,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.85, 'e': 0.022269900979844125}",20,11,4.881202603303982,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.85, 'e': 0.0221585514749449}",25,1,41.684680975994006,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.85, 'e': 0.022047758717570178}",25,6,4.788671795114908,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
762,False,"{'a': 0.85, 'e': 0.021937519923982327}",20,16,7.967051839425183,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.85, 'e': 0.021827832324362414}",25,17,16.198290084904226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.85, 'e': 0.021718693162740603}",30,22,14.821017133610024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.85, 'e': 0.0216100996969269}",25,0,38.46537905369777,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
766,False,"{'a': 0.85, 'e': 0.021502049198442265}",20,14,14.57861286649987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.85, 'e': 0.021394538952450054}",20,16,6.744292574872791,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.85, 'e': 0.021287566257687802}",25,8,32.01397920782668,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.85, 'e': 0.021181128426399364}",20,0,31.54575590208992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
770,False,"{'a': 0.85, 'e': 0.021075222784267367}",25,11,22.510358509486377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.85, 'e': 0.02096984667034603}",30,19,18.41027370233372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.85, 'e': 0.0208649974369943}",20,7,20.961679251892097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.85, 'e': 0.02076067244980933}",20,12,12.952035507281915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.85, 'e': 0.02065686908756028}",20,16,5.993020505908644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.85, 'e': 0.02055358474212248}",25,15,16.6420901059845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.85, 'e': 0.020450816818411866}",25,18,12.098212354381982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.85, 'e': 0.020348562734319807}",20,1,27.018596817844212,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.85, 'e': 0.02024681992064821}",20,11,11.83623842971593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.85, 'e': 0.02014558582104497}",25,16,15.250800128392799,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.85, 'e': 0.020044857891939744}",20,12,13.136710478935049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.85, 'e': 0.019944633602480045}",20,16,4.832889791505314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.85, 'e': 0.019844910434467643}",30,16,23.1374483341743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.85, 'e': 0.019745685882295305}",20,4,31.420603312571995,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.85, 'e': 0.019646957452883827}",20,9,-0.18770196452556576,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
785,False,"{'a': 0.85, 'e': 0.019548722665619408}",30,21,16.896948393326255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.85, 'e': 0.019450979052291314}",25,19,-28.275312649164047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
787,False,"{'a': 0.85, 'e': 0.019353724157029857}",30,13,28.730166378065213,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.85, 'e': 0.019256955536244708}",25,20,9.560648548526984,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.85, 'e': 0.019160670758563484}",25,13,19.750213368817924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.85, 'e': 0.019064867404770664}",20,14,15.281000806337907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.85, 'e': 0.018969543067746814}",20,13,12.610217333904998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.85, 'e': 0.01887469535240808}",25,15,6.252381038778454,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.85, 'e': 0.018780321875646037}",25,3,33.134788510544396,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.85, 'e': 0.01868642026626781}",25,13,22.520660863369457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.85, 'e': 0.01859298816493647}",20,15,9.059425739668209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.85, 'e': 0.018500023224111786}",25,17,14.003357303387167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.85, 'e': 0.018407523107991226}",20,10,5.494641472280068,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.85, 'e': 0.01831548549245127}",20,11,17.34683440978357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.85, 'e': 0.018223908064989015}",30,19,21.457306905740197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.85, 'e': 0.01813278852466407}",20,8,12.212691237824153,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.85, 'e': 0.01804212458204075}",20,12,14.171765863734304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.85, 'e': 0.017951913959130546}",25,18,-31.528455981720036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
803,False,"{'a': 0.85, 'e': 0.017862154389334892}",20,9,17.33346561090785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.85, 'e': 0.017772843617388217}",30,18,-19.310840482593797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
805,False,"{'a': 0.85, 'e': 0.017683979399301275}",20,7,21.57171097834672,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.85, 'e': 0.01759555950230477}",20,13,12.475674337585573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.85, 'e': 0.017507581704793246}",20,7,22.58688918082159,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.85, 'e': 0.01742004379626928}",30,19,22.14684193516952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.85, 'e': 0.017332943577287933}",25,15,18.82434075790179,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.85, 'e': 0.017246278859401495}",20,13,12.284826927455347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.85, 'e': 0.017160047465104484}",30,13,28.73645764282426,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.85, 'e': 0.017074247227778963}",25,13,21.234071963974827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.85, 'e': 0.01698887599164007}",25,8,10.675298158148058,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.85, 'e': 0.01690393161168187}",20,7,22.468876729399835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.85, 'e': 0.016819411953623457}",20,16,8.21259755102626,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.85, 'e': 0.01673531489385534}",25,15,19.87178803922349,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.85, 'e': 0.016651638319386063}",20,9,20.58714592815542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.85, 'e': 0.016568380127789134}",30,16,23.302975574269485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.85, 'e': 0.01648553822715019}",20,6,27.6230967514612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.85, 'e': 0.016403110536014436}",25,10,27.453457621186217,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.85, 'e': 0.016321094983334363}",20,11,17.75811955569933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.85, 'e': 0.016239489508417693}",25,11,12.530456414732084,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.85, 'e': 0.016158292060875604}",25,15,20.013717587191177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.85, 'e': 0.016077500600571226}",25,10,26.74408136255264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.85, 'e': 0.01599711309756837}",20,9,21.46611593366284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.85, 'e': 0.01591712753208053}",25,13,18.671529136512156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.85, 'e': 0.015837541894420125}",20,16,7.425898467178294,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.85, 'e': 0.015758354184948024}",25,16,13.534642425923805,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.85, 'e': 0.015679562414023285}",20,3,30.438454936267583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.85, 'e': 0.015601164601953169}",35,20,23.997899512847432,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.85, 'e': 0.015523158778943402}",25,17,14.924163566895022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.85, 'e': 0.015445542985048685}",35,20,31.69050634015671,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.85, 'e': 0.015368315270123441}",20,10,15.908543347850046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.85, 'e': 0.015291473693772824}",25,19,13.285649981350721,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.85, 'e': 0.01521501632530396}",20,8,24.011238944276492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.85, 'e': 0.01513894124367744}",25,5,32.974526134201746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.85, 'e': 0.015063246537459054}",25,16,15.20455115501217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.85, 'e': 0.014987930304771758}",25,0,43.21152498839649,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
839,False,"{'a': 0.85, 'e': 0.0149129906532479}",25,8,30.090902912564285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.85, 'e': 0.01483842569998166}",20,12,16.52652327501842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.85, 'e': 0.01476423357148175}",25,13,18.86114129285462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.85, 'e': 0.014690412403624342}",30,12,32.96682573530647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.85, 'e': 0.01461696034160622}",20,6,17.389534374267026,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.85, 'e': 0.01454387553989819}",30,21,20.451174067360494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.85, 'e': 0.014471156162198698}",20,8,22.105047505106374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.85, 'e': 0.014398800381387704}",25,9,27.166882134186274,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.85, 'e': 0.014326806379480765}",20,14,10.88828446149221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.85, 'e': 0.014255172347583361}",30,15,28.21952340268058,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.85, 'e': 0.014183896485845445}",20,3,30.596072656272955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.85, 'e': 0.014112977003416217}",30,14,31.771269868748064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.85, 'e': 0.014042412118399137}",20,10,17.696584245047152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.85, 'e': 0.013972200057807142}",20,6,27.772342808542334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.85, 'e': 0.013902339057518105}",30,15,36.907608224239205,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.85, 'e': 0.013832827362230515}",30,14,31.544548284650784,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.85, 'e': 0.013763663225419363}",20,14,11.326198272063342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.85, 'e': 0.013694844909292266}",25,11,24.000443853990408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.85, 'e': 0.013626370684745804}",35,21,25.303031953395255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.85, 'e': 0.013558238831322074}",25,11,-12.228451166636717,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
859,False,"{'a': 0.85, 'e': 0.013490447637165464}",25,10,24.371747940114204,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.85, 'e': 0.013422995398979638}",25,13,20.99740578276907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.85, 'e': 0.01335588042198474}",30,19,22.16700933145672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.85, 'e': 0.013289101019874815}",30,16,20.07190392556479,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.85, 'e': 0.01322265551477544}",20,12,15.140374186377253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.85, 'e': 0.013156542237201564}",25,19,12.116606447102999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.85, 'e': 0.013090759526015556}",30,18,23.255976660590424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.85, 'e': 0.013025305728385478}",25,17,14.689152916148144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.85, 'e': 0.01296017919974355}",25,7,24.592671680197498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.85, 'e': 0.012895378303744832}",30,20,23.725487963087808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.85, 'e': 0.012830901412226108}",25,14,21.669781540521623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.85, 'e': 0.012766746905164978}",30,19,18.213732503904044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.85, 'e': 0.012702913170639152}",25,11,25.71282826509907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.85, 'e': 0.012639398604785957}",25,15,15.719887207127375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.85, 'e': 0.012576201611762027}",35,23,19.541816351927736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.85, 'e': 0.012513320603703217}",20,10,17.583900806079217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.85, 'e': 0.0124507540006847}",30,13,35.255614377208715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.85, 'e': 0.012388500230681276}",20,14,12.406323177372236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.85, 'e': 0.01232655772952787}",25,20,11.04028663358259,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.85, 'e': 0.012264924940880231}",20,13,10.671257747801127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.85, 'e': 0.01220360031617583}",20,13,11.754988539658857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.85, 'e': 0.012142582314594952}",20,12,16.211917322152267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.85, 'e': 0.012081869403021975}",20,6,25.371885228426674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.85, 'e': 0.012021460056006865}",20,10,18.59422837180197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.85, 'e': 0.011961352755726832}",20,15,10.461562491858137,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.85, 'e': 0.011901545991948198}",20,11,16.508324771893964,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.85, 'e': 0.011842038261988456}",30,18,22.205978818253072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.85, 'e': 0.011782828070678514}",25,14,23.39361144743579,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.85, 'e': 0.011723913930325121}",25,11,23.539911511904336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.85, 'e': 0.011665294360673496}",20,12,14.337545599843878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.85, 'e': 0.011606967888870128}",25,18,15.119972526849043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.85, 'e': 0.011548933049425779}",30,23,13.47902110358425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.85, 'e': 0.011491188384178648}",20,13,14.630715093402097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.85, 'e': 0.011433732442257755}",20,8,10.328733568804683,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.85, 'e': 0.011376563780046466}",30,14,29.531167510452374,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.85, 'e': 0.011319680961146234}",30,17,26.695442030859233,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.85, 'e': 0.011263082556340504}",35,20,23.28042372066254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.85, 'e': 0.0112067671435588}",20,7,26.363077985842374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.85, 'e': 0.011150733307841006}",20,6,26.146809311237206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.85, 'e': 0.011094979641301801}",20,6,21.452692586241657,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.85, 'e': 0.011039504743095292}",20,13,12.3488861375914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.85, 'e': 0.010984307219379815}",25,11,22.65706038482219,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.85, 'e': 0.010929385683282916}",20,0,32.96461161903002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
902,False,"{'a': 0.85, 'e': 0.010874738754866503}",20,10,17.940468306153484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
