trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.85, 'e': 0.995}",30,0,-132.275706441639,"{0: 12, 1: 8, 2: 9, 3: 1, 4: 0}",0
2,False,"{'a': 0.85, 'e': 0.990025}",20,0,-60.8308335190152,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
3,False,"{'a': 0.85, 'e': 0.985074875}",20,14,-2.946187419486853,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
4,False,"{'a': 0.85, 'e': 0.980149500625}",20,7,-51.28419021145619,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
5,False,"{'a': 0.85, 'e': 0.975248753121875}",30,0,-86.58237273983221,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
6,False,"{'a': 0.85, 'e': 0.9703725093562656}",30,0,-137.20566546937616,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
7,False,"{'a': 0.85, 'e': 0.9655206468094842}",25,0,-143.58489765478356,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
8,False,"{'a': 0.85, 'e': 0.9606930435754368}",20,0,-11.658477289289133,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
9,False,"{'a': 0.85, 'e': 0.9558895783575596}",30,0,-169.61082191156902,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
10,False,"{'a': 0.85, 'e': 0.9511101304657719}",25,0,-125.64778948017644,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
11,False,"{'a': 0.85, 'e': 0.946354579813443}",20,0,-46.55692180506391,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
12,False,"{'a': 0.85, 'e': 0.9416228069143757}",25,0,-174.14900374957966,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
13,False,"{'a': 0.85, 'e': 0.9369146928798039}",20,0,-16.75670852370488,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
14,False,"{'a': 0.85, 'e': 0.9322301194154049}",20,0,-131.04997352025995,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
15,False,"{'a': 0.85, 'e': 0.9275689688183278}",25,0,-106.02824974435528,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
16,False,"{'a': 0.85, 'e': 0.9229311239742362}",20,0,-146.87232816804791,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
17,False,"{'a': 0.85, 'e': 0.918316468354365}",30,0,-113.24096229320556,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
18,False,"{'a': 0.85, 'e': 0.9137248860125932}",20,0,-198.23533626488478,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
19,False,"{'a': 0.85, 'e': 0.9091562615825302}",30,0,-84.79548602125162,"{0: 17, 1: 9, 2: 2, 3: 2, 4: 0}",0
20,False,"{'a': 0.85, 'e': 0.9046104802746175}",30,0,-146.62984711549402,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
21,False,"{'a': 0.85, 'e': 0.9000874278732445}",30,0,-56.01078809255685,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
22,False,"{'a': 0.85, 'e': 0.8955869907338783}",20,6,-44.530916409438184,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
23,False,"{'a': 0.85, 'e': 0.8911090557802088}",30,1,-186.1495731998405,"{0: 15, 1: 1, 2: 10, 3: 1, 4: 2}",1
24,False,"{'a': 0.85, 'e': 0.8866535105013078}",30,0,-93.41076041537765,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
25,False,"{'a': 0.85, 'e': 0.8822202429488012}",20,8,-10.510495128065031,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
26,False,"{'a': 0.85, 'e': 0.8778091417340572}",25,0,-179.4210521915203,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
27,False,"{'a': 0.85, 'e': 0.873420096025387}",20,0,-137.0981472039598,"{0: 6, 1: 5, 2: 8, 3: 0, 4: 1}",0
28,False,"{'a': 0.85, 'e': 0.86905299554526}",35,0,-85.52198875778942,"{0: 21, 1: 5, 2: 9, 3: 0, 4: 0}",0
29,False,"{'a': 0.85, 'e': 0.8647077305675337}",20,0,-70.91888909218068,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
30,False,"{'a': 0.85, 'e': 0.8603841919146961}",20,0,-128.19050129168676,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
31,False,"{'a': 0.85, 'e': 0.8560822709551226}",20,0,-81.46943014600423,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
32,False,"{'a': 0.85, 'e': 0.8518018596003469}",30,0,-118.75176324855664,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
33,False,"{'a': 0.85, 'e': 0.8475428503023452}",20,0,-97.30968239309412,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
34,False,"{'a': 0.85, 'e': 0.8433051360508335}",25,7,-61.62976576559027,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
35,False,"{'a': 0.85, 'e': 0.8390886103705792}",25,2,-65.92809930642171,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
36,False,"{'a': 0.85, 'e': 0.8348931673187264}",25,17,11.806129811694994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.85, 'e': 0.8307187014821328}",20,0,-103.4521702540133,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
38,False,"{'a': 0.85, 'e': 0.826565107974722}",35,0,-190.6655563315683,"{0: 18, 1: 4, 2: 11, 3: 0, 4: 2}",0
39,False,"{'a': 0.85, 'e': 0.8224322824348484}",20,0,-54.38910527677029,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.85, 'e': 0.8183201210226743}",20,12,-16.13918991175409,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
41,False,"{'a': 0.85, 'e': 0.8142285204175609}",30,8,-86.2719469461211,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
42,False,"{'a': 0.85, 'e': 0.810157377815473}",25,10,-120.6142830260465,"{0: 7, 1: 1, 2: 5, 3: 0, 4: 2}",1
43,False,"{'a': 0.85, 'e': 0.8061065909263957}",25,14,-35.97513427724895,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
44,False,"{'a': 0.85, 'e': 0.8020760579717637}",20,7,-117.19385172286862,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 2}",1
45,False,"{'a': 0.85, 'e': 0.7980656776819048}",35,0,-185.87140824672946,"{0: 25, 1: 1, 2: 5, 3: 0, 4: 4}",0
46,False,"{'a': 0.85, 'e': 0.7940753492934953}",25,0,-117.3060819430543,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
47,False,"{'a': 0.85, 'e': 0.7901049725470278}",25,0,-45.60862597786968,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
48,False,"{'a': 0.85, 'e': 0.7861544476842928}",20,2,1.785900755909317,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
49,False,"{'a': 0.85, 'e': 0.7822236754458712}",25,0,-81.77278992129324,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.85, 'e': 0.7783125570686419}",25,9,-82.29216295104236,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 1}",1
51,False,"{'a': 0.85, 'e': 0.7744209942832987}",20,0,-74.75162786237307,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
52,False,"{'a': 0.85, 'e': 0.7705488893118821}",30,0,-223.81770035491363,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
53,False,"{'a': 0.85, 'e': 0.7666961448653228}",25,0,-78.66541747385662,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
54,False,"{'a': 0.85, 'e': 0.7628626641409961}",20,0,-190.13001739618687,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 4}",0
55,False,"{'a': 0.85, 'e': 0.7590483508202912}",20,0,-35.41931266529833,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
56,False,"{'a': 0.85, 'e': 0.7552531090661897}",30,0,-146.8695324963604,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
57,False,"{'a': 0.85, 'e': 0.7514768435208588}",20,12,-96.32912933656546,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 2}",1
58,False,"{'a': 0.85, 'e': 0.7477194593032545}",30,0,-89.31928101905105,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
59,False,"{'a': 0.85, 'e': 0.7439808620067382}",20,4,-0.15713418126650613,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.85, 'e': 0.7402609576967045}",25,4,-70.17674859483513,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 1}",1
61,False,"{'a': 0.85, 'e': 0.736559652908221}",30,0,-118.26503232936614,"{0: 19, 1: 0, 2: 10, 3: 0, 4: 1}",0
62,False,"{'a': 0.85, 'e': 0.7328768546436798}",30,11,-100.759737710001,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
63,False,"{'a': 0.85, 'e': 0.7292124703704614}",25,0,-4.165871040189088,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
64,False,"{'a': 0.85, 'e': 0.7255664080186092}",25,0,-95.7839663130994,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
65,False,"{'a': 0.85, 'e': 0.7219385759785161}",25,6,-17.08182825607317,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.85, 'e': 0.7183288830986235}",20,0,1.1310263864927936,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
67,False,"{'a': 0.85, 'e': 0.7147372386831303}",20,0,-101.43487645663781,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
68,False,"{'a': 0.85, 'e': 0.7111635524897147}",20,15,-3.5334806504273133,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.85, 'e': 0.7076077347272661}",25,1,-88.6812717810671,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 2}",1
70,False,"{'a': 0.85, 'e': 0.7040696960536298}",20,0,-85.90719779059756,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
71,False,"{'a': 0.85, 'e': 0.7005493475733616}",20,0,-79.0072116639668,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
72,False,"{'a': 0.85, 'e': 0.6970466008354949}",25,0,-126.51981092436398,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
73,False,"{'a': 0.85, 'e': 0.6935613678313174}",30,20,-10.67217152148979,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.85, 'e': 0.6900935609921608}",25,7,-2.419721979969813,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.85, 'e': 0.6866430931872}",30,11,-19.146569157232946,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
76,False,"{'a': 0.85, 'e': 0.683209877721264}",20,11,2.547803078665111,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.85, 'e': 0.6797938283326577}",20,0,-35.27703648674869,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
78,False,"{'a': 0.85, 'e': 0.6763948591909944}",25,0,-124.50245722213286,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
79,False,"{'a': 0.85, 'e': 0.6730128848950394}",30,0,-113.45471903066215,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
80,False,"{'a': 0.85, 'e': 0.6696478204705641}",30,14,-40.44983728502547,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
81,False,"{'a': 0.85, 'e': 0.6662995813682113}",20,0,-24.91885799423003,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.85, 'e': 0.6629680834613703}",20,0,-25.634486552939265,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
83,False,"{'a': 0.85, 'e': 0.6596532430440635}",20,0,-87.73900361818329,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.85, 'e': 0.6563549768288431}",20,0,-31.48524065446795,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
85,False,"{'a': 0.85, 'e': 0.653073201944699}",20,0,-76.4540392598689,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
86,False,"{'a': 0.85, 'e': 0.6498078359349754}",30,0,-82.95995529840603,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
87,False,"{'a': 0.85, 'e': 0.6465587967553006}",25,0,-235.30989278176375,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
88,False,"{'a': 0.85, 'e': 0.6433260027715241}",25,0,-26.862017612046426,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
89,False,"{'a': 0.85, 'e': 0.6401093727576664}",20,0,0.42157368166582865,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
90,False,"{'a': 0.85, 'e': 0.6369088258938781}",25,18,-5.807534750991183,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.85, 'e': 0.6337242817644086}",20,0,-8.834241334045425,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.85, 'e': 0.6305556603555866}",30,0,-91.10607230346724,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
93,False,"{'a': 0.85, 'e': 0.6274028820538087}",35,13,-43.65038703135017,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
94,False,"{'a': 0.85, 'e': 0.6242658676435396}",25,0,-6.3902140997700965,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
95,False,"{'a': 0.85, 'e': 0.621144538305322}",25,7,-51.37371780022081,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 0}",1
96,False,"{'a': 0.85, 'e': 0.6180388156137954}",20,10,-9.146913260292461,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.85, 'e': 0.6149486215357264}",30,4,-134.6909176053193,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 2}",1
98,False,"{'a': 0.85, 'e': 0.6118738784280477}",25,0,-5.392726611002023,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
99,False,"{'a': 0.85, 'e': 0.6088145090359075}",20,9,18.774974569502795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.85, 'e': 0.6057704364907279}",25,7,-44.897872023447896,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
101,False,"{'a': 0.85, 'e': 0.6027415843082743}",25,0,-43.10612387522096,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
102,False,"{'a': 0.85, 'e': 0.599727876386733}",25,0,-55.78587096171982,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
103,False,"{'a': 0.85, 'e': 0.5967292370047993}",25,0,-55.70794532346657,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
104,False,"{'a': 0.85, 'e': 0.5937455908197753}",20,0,-87.63231294515228,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
105,False,"{'a': 0.85, 'e': 0.5907768628656764}",20,0,-39.087687030149795,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
106,False,"{'a': 0.85, 'e': 0.587822978551348}",20,0,-131.81822953386134,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
107,False,"{'a': 0.85, 'e': 0.5848838636585912}",20,0,-29.424449836594192,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
108,False,"{'a': 0.85, 'e': 0.5819594443402983}",30,0,-119.35387260223251,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
109,False,"{'a': 0.85, 'e': 0.5790496471185967}",20,0,-107.90253937279604,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
110,False,"{'a': 0.85, 'e': 0.5761543988830038}",25,0,-15.10862768241567,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
111,False,"{'a': 0.85, 'e': 0.5732736268885887}",20,0,-104.37252994773135,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
112,False,"{'a': 0.85, 'e': 0.5704072587541459}",20,12,-12.124656203174858,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.85, 'e': 0.5675552224603752}",25,0,-22.577376215286446,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
114,False,"{'a': 0.85, 'e': 0.5647174463480732}",25,0,-73.97410295799028,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
115,False,"{'a': 0.85, 'e': 0.5618938591163328}",25,7,-8.41052045715951,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.85, 'e': 0.5590843898207511}",25,7,-8.992667987667696,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.85, 'e': 0.5562889678716474}",20,0,-37.63471079460432,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
118,False,"{'a': 0.85, 'e': 0.5535075230322892}",30,20,-35.394721806368175,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.85, 'e': 0.5507399854171278}",20,5,-59.09880511510199,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 0}",1
120,False,"{'a': 0.85, 'e': 0.5479862854900421}",30,1,-98.44501464702799,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 2}",1
121,False,"{'a': 0.85, 'e': 0.5452463540625919}",25,8,1.107377906911204,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.85, 'e': 0.542520122292279}",25,0,-70.42777797977804,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
123,False,"{'a': 0.85, 'e': 0.5398075216808176}",20,0,-81.66108771015689,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
124,False,"{'a': 0.85, 'e': 0.5371084840724134}",25,0,10.464636393368748,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.85, 'e': 0.5344229416520514}",30,0,-30.052283964123887,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
126,False,"{'a': 0.85, 'e': 0.5317508269437912}",25,1,-66.25777512211909,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 1}",1
127,False,"{'a': 0.85, 'e': 0.5290920728090721}",25,0,-55.02491033994087,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
128,False,"{'a': 0.85, 'e': 0.5264466124450268}",25,0,11.124486550593486,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
129,False,"{'a': 0.85, 'e': 0.5238143793828016}",20,0,-36.273678667286774,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
130,False,"{'a': 0.85, 'e': 0.5211953074858876}",30,13,-37.53173658205432,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
131,False,"{'a': 0.85, 'e': 0.5185893309484582}",30,0,-7.777370356963423,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.85, 'e': 0.515996384293716}",25,0,15.724945872129162,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.85, 'e': 0.5134164023722474}",30,22,-25.50850621521125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.85, 'e': 0.5108493203603861}",35,0,-55.55634340745628,"{0: 26, 1: 5, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.85, 'e': 0.5082950737585842}",35,15,-66.42642302383506,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
136,False,"{'a': 0.85, 'e': 0.5057535983897913}",25,14,9.525386094731232,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.85, 'e': 0.5032248303978423}",20,6,-109.73945255066234,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
138,False,"{'a': 0.85, 'e': 0.5007087062458531}",25,0,-88.18606329514,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
139,False,"{'a': 0.85, 'e': 0.4982051627146238}",25,0,-19.16941962326246,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
140,False,"{'a': 0.85, 'e': 0.4957141369010507}",20,2,-36.588822505435346,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
141,False,"{'a': 0.85, 'e': 0.4932355662165454}",25,15,0.10154146949677845,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.85, 'e': 0.4907693883854627}",30,0,-65.39744107884175,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
143,False,"{'a': 0.85, 'e': 0.4883155414435354}",20,12,-28.417270130442265,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.85, 'e': 0.4858739637363177}",20,0,-46.16367167165972,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
145,False,"{'a': 0.85, 'e': 0.4834445939176361}",35,14,-9.727092766968742,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
146,False,"{'a': 0.85, 'e': 0.4810273709480479}",25,14,14.518894275726042,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.85, 'e': 0.4786222340933077}",20,8,-19.0043040909401,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
148,False,"{'a': 0.85, 'e': 0.47622912292284114}",25,7,-26.04001421041996,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
149,False,"{'a': 0.85, 'e': 0.4738479773082269}",25,1,1.8652840145680931,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
150,False,"{'a': 0.85, 'e': 0.4714787374216858}",25,13,-36.19697693668347,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
151,False,"{'a': 0.85, 'e': 0.46912134373457737}",20,0,-113.43359294003773,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
152,False,"{'a': 0.85, 'e': 0.46677573701590447}",35,21,-14.301762393325589,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.85, 'e': 0.46444185833082496}",20,9,-16.807845202911615,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.85, 'e': 0.46211964903917085}",25,0,-34.431571779477466,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
155,False,"{'a': 0.85, 'e': 0.459809050793975}",25,7,-46.71749982632287,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
156,False,"{'a': 0.85, 'e': 0.4575100055400051}",25,0,-92.88050986124391,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
157,False,"{'a': 0.85, 'e': 0.45522245551230506}",25,14,-6.927588563264977,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
158,False,"{'a': 0.85, 'e': 0.45294634323474353}",20,8,19.797109575982354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.85, 'e': 0.45068161151856984}",20,16,8.649311874746772,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.85, 'e': 0.44842820346097695}",25,14,-22.423250926287317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.85, 'e': 0.4461860624436721}",20,0,-23.105625812150368,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
162,False,"{'a': 0.85, 'e': 0.4439551321314537}",20,8,-9.01133389937796,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.85, 'e': 0.4417353564707964}",25,17,12.84457744204061,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.85, 'e': 0.43952667968844245}",30,0,27.779590056980847,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.85, 'e': 0.43732904629000025}",25,0,-22.32004309283862,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
166,False,"{'a': 0.85, 'e': 0.43514240105855023}",25,0,-37.042580091426196,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
167,False,"{'a': 0.85, 'e': 0.4329666890532575}",25,0,-25.193047468027416,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
168,False,"{'a': 0.85, 'e': 0.4308018556079912}",25,2,-50.99281321012579,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
169,False,"{'a': 0.85, 'e': 0.42864784632995123}",25,0,17.704782183590854,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.85, 'e': 0.4265046070983015}",20,0,-4.217748495696927,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
171,False,"{'a': 0.85, 'e': 0.42437208406280996}",25,8,-10.486006256647464,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
172,False,"{'a': 0.85, 'e': 0.4222502236424959}",20,8,17.42756708353302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.85, 'e': 0.42013897252428345}",20,13,-24.01343941439477,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
174,False,"{'a': 0.85, 'e': 0.418038277661662}",30,16,-41.03315553916648,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
175,False,"{'a': 0.85, 'e': 0.4159480862733537}",20,8,4.204389912371836,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.85, 'e': 0.41386834584198695}",20,6,-76.63721461535478,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
177,False,"{'a': 0.85, 'e': 0.41179900411277703}",20,0,15.728681661458424,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.85, 'e': 0.40974000909221314}",30,20,16.969532327575124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.85, 'e': 0.40769130904675205}",20,13,-0.902769318692479,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.85, 'e': 0.4056528525015183}",35,18,-17.919789109102084,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.85, 'e': 0.4036245882390107}",30,2,15.5876477640052,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.85, 'e': 0.40160646529781563}",25,1,3.718563853253224,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.85, 'e': 0.3995984329713266}",20,0,16.528019860140855,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.85, 'e': 0.39760044080646995}",20,0,27.019915437098295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
